"Property Name",,"pt-BR","Node Path","Description"
"Value","Not equals","Não igual","Localization\Enums\DevExpress.Persistent.Validation.ValueComparisonType\NotEquals",
"Value","Persistent Criteria Evaluation Behavior","Comportamento da Avaliação de Critérios Persistente","Localization\Enums\DevExpress.Xpo.PersistentCriteriaEvaluationBehavior",
"Value","Before transaction","Antes da transação","Localization\Enums\DevExpress.Xpo.PersistentCriteriaEvaluationBehavior\BeforeTransaction",
"Value","In transaction","Na transação","Localization\Enums\DevExpress.Xpo.PersistentCriteriaEvaluationBehavior\InTransaction",
"Value","Problems were detected during data validation. Please read the information below to understand what the issues are and how you can correct them.","Foram encontrados problemas durante a validação dos dados. Por favor, leia as informações abaixo para entender quais são os problemas e como eles podem ser corrigidos.","Localization\Exceptions\UserVisibleExceptions\Validation\ActionErrorMessageHeaderFormat",
"Value","Problems were detected during data validation. Please read the information below to understand what the issues are and how you can correct them.","Foram encontrados problemas durante a validação dos dados. Por favor, leia as informações abaixo para entender quais são os problemas e como eles podem ser corrigidos.","Localization\Exceptions\UserVisibleExceptions\Validation\AllContextsErrorMessageHeader",
"Value","Problems were detected during data validation. Please read the information below to understand what the issues are and how you can correct them.","Foram encontrados problemas durante a validação dos dados. Por favor, leia as informações abaixo para entender quais são os problemas e como eles podem ser corrigidos.","Localization\Exceptions\UserVisibleExceptions\Validation\DeleteErrorMessageHeader",
"Value","Problems were detected during data validation. Please read the information below to understand what the issues are and how you can correct them.","Foram encontrados problemas durante a validação dos dados. Por favor, leia as informações abaixo para entender quais são os problemas e como eles podem ser corrigidos.","Localization\Exceptions\UserVisibleExceptions\Validation\SaveErrorMessageHeader",
"Value","No problems were detected.","Não foram encontrados problemas.","Localization\Exceptions\UserVisibleExceptions\Validation\ValidationSucceededMessageHeader",
"Caption",,,"Validation\Contexts\Accept",
"Caption",,,"Validation\Contexts\Delete",
"Caption",,,"Validation\Contexts\Save",
"MessageTemplateSkipNullOrEmptyValues","The ""{Id}"" rule was not checked because the target properties are not specified.","A regra ""{Id}"" não foi verificada, pois as propriedades do destino não foram especificadas.","Validation\ErrorMessageTemplates\RuleBase",
"MessageTemplateTargetDoesNotSatisfyTargetCriteria","The ""{Id}"" rule was not checked because the target object does not satisfy rule's target criteria.","A regra ""{Id}"" não foi verificada, pois o destino não satisfaz o critério de destino da regra.","Validation\ErrorMessageTemplates\RuleBase",
"MessageTemplateTargetDoesNotSatisfyCollectionCriteria","The ""{Id}"" rule was not checked because the target is not an element of the ""{TargetCollectionOwnerType}.{TargetCollectionPropertyName}"" collection.","A regra ""{Id}""  não foi verificada, pois o destino não é um elemento da coleção ""{TargetCollectionOwnerType}.{TargetCollectionPropertyName}"".","Validation\ErrorMessageTemplates\RuleCollectionProperty",
"MessageTemplateCollectionValidationMessageSuffix","(For the ""{TargetCollectionOwnerType}.{TargetCollectionPropertyName}"" collection elements).","(Para os elementos da coleção ""{TargetCollectionOwnerType}.{TargetCollectionPropertyName}"").","Validation\ErrorMessageTemplates\RuleCollectionProperty",
"MessageTemplateCombinationOfPropertiesMustBeUnique","Combination of the following properties must be unique: {FormattedTargetProperties}.","A combinação das seguintes propriedades deve ser única: {FormattedTargetProperties}.","Validation\ErrorMessageTemplates\RuleCombinationOfPropertiesIsUnique",
"MessageTemplateFoundObjects","The following objects are found: ","Os seguintes objetos foram encontrados:","Validation\ErrorMessageTemplates\RuleCombinationOfPropertiesIsUnique",
"MessageTemplateMustSatisfyCriteria","The ""{TargetObject}"" object must satisfy the following criteria: ""{Criteria}"".","O objeto destino ""{TargetObject}"" deve satisfazer o seguinte critério: ""{Criteria}"".","Validation\ErrorMessageTemplates\RuleCriteria",
"MessageTemplateMustBeTrue","""{TargetPropertyName}"" must be set to true.","""{TargetPropertyName}"" deve ser definida como Verdadeiro.","Validation\ErrorMessageTemplates\RuleFromBoolProperty",
"MessageTemplateMustBeReferenced","The ""{TargetObject}"" object must be referenced.","O objeto destino ""{TargetObject}"" deve ser referenciado.","Validation\ErrorMessageTemplates\RuleIsReferenced",
"MessageTemplateFoundObjects","The following objects are found: ","Os seguintes objetos foram encontrados:","Validation\ErrorMessageTemplates\RuleIsReferenced",
"MessageTemplateMustExist","The objects that satisfy the ""{Criteria}"" criteria must exist.","Os objetos que satisfazem o critérios  ""{Criteria}"" devem existir.","Validation\ErrorMessageTemplates\RuleObjectExists",
"MessageTemplateFoundObjects","The following objects are found: ","Os seguintes objetos foram encontrados:","Validation\ErrorMessageTemplates\RuleObjectExists",
"MessageTemplateMustBeInRange","""{TargetPropertyName}"" must be within the ""{MinimumValue}"" and ""{MaximumValue}"" range, boundaries are included.","""{TargetPropertyName}"" deve estar entre ""{MinimumValue}"" e ""{MaximumValue}"", inclusive.","Validation\ErrorMessageTemplates\RuleRange",
"MessageTemplateMustMatchPattern","""{TargetPropertyName}"" must match the following pattern: ""{Pattern}"".","""{TargetPropertyName}"" deve atender o seguinte padrão: ""{Pattern}"".","Validation\ErrorMessageTemplates\RuleRegularExpression",
"MessageTemplateMustNotBeEmpty","""{TargetPropertyName}"" must not be empty.","""{TargetPropertyName}"" deve ser informado.","Validation\ErrorMessageTemplates\RuleRequiredField",
"MessageTemplateFoundObjects","The following objects are found: ","Os seguintes objetos foram encontrados:","Validation\ErrorMessageTemplates\RuleSearchObject",
"MessageTemplateMustContain","""{TargetPropertyName}"" must contain ""{OperandValue}"".","""{TargetPropertyName}"" deve conter ""{OperandValue}"".","Validation\ErrorMessageTemplates\RuleStringComparison",
"MessageTemplateMustBeginWith","""{TargetPropertyName}"" must begin with ""{OperandValue}"".","""{TargetPropertyName}"" deve iniciar com ""{OperandValue}"".","Validation\ErrorMessageTemplates\RuleStringComparison",
"MessageTemplateMustEndWith","""{TargetPropertyName}"" must end with ""{OperandValue}"".","""{TargetPropertyName}"" deve terminar com ""{OperandValue}"".","Validation\ErrorMessageTemplates\RuleStringComparison",
"MessageTemplateMustBeEqual","""{TargetPropertyName}"" must be equal to ""{OperandValue}"".","""{TargetPropertyName}"" deve ser igual a ""{OperandValue}"".","Validation\ErrorMessageTemplates\RuleStringComparison",
"MessageTemplateMustNotBeEqual","""{TargetPropertyName}"" must not be equal to ""{OperandValue}"".","""{TargetPropertyName}"" deve ser diferente de ""{OperandValue}"".","Validation\ErrorMessageTemplates\RuleStringComparison",
"MessageTemplateMustBeUnique","There is an object with the same value specified for ""{TargetPropertyName}"". ""{TargetPropertyName}"" values must be unique.","Existe um objeto com o mesmo valor especificado para ""{TargetPropertyName}"". ""{TargetPropertyName}"" valores devem ser únicos.","Validation\ErrorMessageTemplates\RuleUniqueValue",
"MessageTemplateMustBeEqualToOperand","""{TargetPropertyName}"" must be equal to ""{RightOperand}"".","""{TargetPropertyName}"" deve ser igual a ""{RightOperand}"".","Validation\ErrorMessageTemplates\RuleValueComparison",
"MessageTemplateMustBeGreaterThanOperand","""{TargetPropertyName}"" must be greater than ""{RightOperand}"".","""{TargetPropertyName}"" deve ser maior que ""{RightOperand}"".","Validation\ErrorMessageTemplates\RuleValueComparison",
"MessageTemplateMustBeGreaterThanOrEqualToOperand","""{TargetPropertyName}"" must be greater than or equal to ""{RightOperand}"".","""{TargetPropertyName}"" deve ser maior ou igual a ""{RightOperand}"".","Validation\ErrorMessageTemplates\RuleValueComparison",
"MessageTemplateMustBeLessThanOperand","""{TargetPropertyName}"" must be less than ""{RightOperand}"".","""{TargetPropertyName}"" deve ser menor que ""{RightOperand}"".","Validation\ErrorMessageTemplates\RuleValueComparison",
"MessageTemplateMustBeLessThanOrEqualToOperand","""{TargetPropertyName}"" must be less than or equal to ""{RightOperand}"".","""{TargetPropertyName}"" deve ser menor ou igual a ""{RightOperand}"".","Validation\ErrorMessageTemplates\RuleValueComparison",
"MessageTemplateMustNotBeEqualToOperand","""{TargetPropertyName}"" must not be equal to ""{RightOperand}"".","""{TargetPropertyName}"" deve ser diferente de ""{RightOperand}"".","Validation\ErrorMessageTemplates\RuleValueComparison",
"Caption","Rule Details","Detalhes da Regra","Views\DisplayableValidationResultItem_DetailView\Items\RuleProperties",
"Caption","Displayable Validation Result Item","Itens Exibíveis do Resultado da Validação","Views\DisplayableValidationResultItem_DetailView\Layout\Main\SimpleEditors\DisplayableValidationResultItem",
"Caption","IRule Base Properties","Propriedades da IRule Base","Views\IRuleBaseProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","Propriedades da IRule Base","Views\IRuleCollectionPropertyProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Search Object Properties","Propriedades da IRule Buscar Objeto","Views\IRuleCombinationOfPropertiesIsUniqueProperties_DetailView\Layout\Main\SimpleEditors\IRuleSearchObjectProperties",
"Caption","IRule Base Properties","Propriedades da IRule Base","Views\IRuleCombinationOfPropertiesIsUniqueProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","Propriedades da IRule Base","Views\IRuleCriteriaProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","Propriedades da IRule Base","Views\IRuleFromBoolPropertyProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Search Object Properties","Propriedades da IRule Buscar Objeto","Views\IRuleIsReferencedProperties_DetailView\Layout\Main\SimpleEditors\IRuleSearchObjectProperties",
"Caption","IRule Base Properties","Propriedades da IRule Base","Views\IRuleIsReferencedProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Search Object Properties","Propriedades da IRule Buscar Objeto","Views\IRuleObjectExistsProperties_DetailView\Layout\Main\SimpleEditors\IRuleSearchObjectProperties",
"Caption","IRule Base Properties","Propriedades da IRule Base","Views\IRuleObjectExistsProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","Propriedades da IRule Base","Views\IRulePropertyValueProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Range Properties","Propriedades da IRule Intervalo","Views\IRuleRangeProperties_DetailView\Layout\Main\SimpleEditors\IRuleRangeProperties",
"Caption","IRule Base Properties","Propriedades da IRule Base","Views\IRuleRangeProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","Propriedades da IRule Base","Views\IRuleRegularExpressionProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","Propriedades da IRule Base","Views\IRuleRequiredFieldProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Search Object Properties","Propriedades da IRule Buscar Objeto","Views\IRuleSearchObjectProperties_DetailView\Layout\Main\SimpleEditors\IRuleSearchObjectProperties",
"Caption","IRule Base Properties","Propriedades da IRule Base","Views\IRuleSearchObjectProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule String Comparison Properties","Propriedades da IRule Comparação de String","Views\IRuleStringComparisonProperties_DetailView\Layout\Main\SimpleEditors\IRuleStringComparisonProperties",
"Caption","IRule Base Properties","Propriedades da IRule Base","Views\IRuleStringComparisonProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","Propriedades da IRule Base","Views\IRuleSupportsCollectionAggregatesProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","Propriedades da IRule Base","Views\IRuleUniqueValueProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Value Comparison Properties","Propriedades da IRule Comparação de Valor","Views\IRuleValueComparisonProperties_DetailView\Layout\Main\SimpleEditors\IRuleValueComparisonProperties",
"Caption","IRule Base Properties","Propriedades da IRule Base","Views\IRuleValueComparisonProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","Rule Base Properties","Propriedades da Regra Base","Views\RuleBaseProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Search Object Properties","Propriedades da Regra Procurar Objeto","Views\RuleCombinationOfPropertiesIsUniqueProperties_DetailView\Layout\Main\SimpleEditors\RuleSearchObjectProperties",
"Caption","Rule Base Properties","Propriedades da Regra Base","Views\RuleCombinationOfPropertiesIsUniqueProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Base Properties","Propriedades da Regra Base","Views\RuleCriteriaProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Base Properties","Propriedades da Regra Base","Views\RuleFromBoolPropertyProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Search Object Properties","Propriedades da Regra Procurar Objeto","Views\RuleIsReferencedProperties_DetailView\Layout\Main\SimpleEditors\RuleSearchObjectProperties",
"Caption","Rule Base Properties","Propriedades da Regra Base","Views\RuleIsReferencedProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Search Object Properties","Propriedades da Regra Procurar Objeto","Views\RuleObjectExistsProperties_DetailView\Layout\Main\SimpleEditors\RuleSearchObjectProperties",
"Caption","Rule Base Properties","Propriedades da Regra Base","Views\RuleObjectExistsProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Base Properties","Propriedades da Regra Base","Views\RulePropertyValueProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Range Properties","Propriedades da Regra Intervalo","Views\RuleRangeProperties_DetailView\Layout\Main\SimpleEditors\RuleRangeProperties",
"Caption","Rule Base Properties","Propriedades da Regra Base","Views\RuleRangeProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Base Properties","Propriedades da Regra Base","Views\RuleRegularExpressionProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Base Properties","Propriedades da Regra Base","Views\RuleRequiredFieldProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Search Object Properties","Propriedades da Regra Procurar Objeto","Views\RuleSearchObjectProperties_DetailView\Layout\Main\SimpleEditors\RuleSearchObjectProperties",
"Caption","Rule Base Properties","Propriedades da Regra Base","Views\RuleSearchObjectProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Validation Error","Erros de Validação","Views\RuleSetValidationResult_ByTarget_Error_DetailView",
"Text","Problems were detected during data validation. Please read the information below to understand what the issues are and how you can correct them.","Foram encontrados problemas durante a validação de dados. Por favor, leia as informações abaixo para entender quais são os problemas e como corrigi-los.","Views\RuleSetValidationResult_ByTarget_Error_DetailView\Items\ValidationResultsText",
"Caption","Context","Contexto","Views\RuleSetValidationResultItem_ByTarget_ListView\Columns\ContextCaption",
"Caption","ContextId","ContextId","Views\RuleSetValidationResultItem_ByTarget_ListView\Columns\ContextId",
"Caption","Description","Descrição","Views\RuleSetValidationResultItem_ByTarget_ListView\Columns\ErrorMessage",
"Caption","Rule Set Validation Result Item","Item Regra Definir Validação de Resultado","Views\RuleSetValidationResultItem_DetailView\Layout\Main\SimpleEditors\RuleSetValidationResultItem",
"Caption","Rule Set Validation Result Item","Item Regra Definir Validação de Resultado","Views\RuleSetValidationResultItemAggregate_DetailView\Layout\Main\SimpleEditors\RuleSetValidationResultItem",
"Caption","Rule String Comparison Properties","Propriedades da Regra Comparação de String","Views\RuleStringComparisonProperties_DetailView\Layout\Main\SimpleEditors\RuleStringComparisonProperties",
"Caption","Rule Base Properties","Propriedades da Regra Base","Views\RuleStringComparisonProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Search Object Properties","Propriedades da Regra Procurar Objeto","Views\RuleUniqueValueProperties_DetailView\Layout\Main\SimpleEditors\RuleSearchObjectProperties",
"Caption","Rule Base Properties","Propriedades da Regra Base","Views\RuleUniqueValueProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Value Comparison Properties","Propriedades da Regra Comparação de Valor","Views\RuleValueComparisonProperties_DetailView\Layout\Main\SimpleEditors\RuleValueComparisonProperties",
"Caption","Rule Base Properties","Propriedades da Regra Base","Views\RuleValueComparisonProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Text","Problems were detected during data validation. Please read the information below to understand what the issues are and how you can correct them.","Foram encontrados problemas durante a validação de dados. Por favor, leia as informações abaixo para entender quais são os problemas e como corrigi-los.","Views\ValidationResults_Error_DetailView\Items\ValidationResultsText",
"Text","No problems were detected.","Nenhum problema encontrado.","Views\ValidationResults_Passed_DetailView\Items\ValidationResultsText",
"Value","Validation error","Erros de Validação","Localization\Messages\ValidationErrorMessage",
"Value","Clear settings","Limpar configurações","Localization\ChartModule\ClearSettings",
"Value","Invoke Wizard","Chamar Assistente","Localization\ChartModule\InvokeWizard",
"Caption","Clone...","Duplicar...","ActionDesign\Actions\CloneObject",
"ToolTip","Clone object","Duplicar objeto","ActionDesign\Actions\CloneObject",
"Caption","MarkCompleted","MarcarConcluído","ActionDesign\Actions\Task.MarkCompleted",
"Caption","Base Audited Object Weak Reference","Objeto de Auditoria Base Referência Fraca","BOModel\DevExpress.Persistent.AuditTrail.BaseAuditedObjectWeakReference",
"Caption","Display Name","Nome para Exibição","BOModel\DevExpress.Persistent.AuditTrail.BaseAuditedObjectWeakReference\OwnMembers\DisplayName",
"Caption","Guid Id","Guid Id","BOModel\DevExpress.Persistent.AuditTrail.BaseAuditedObjectWeakReference\OwnMembers\GuidId",
"Caption","Int Id","Int Id","BOModel\DevExpress.Persistent.AuditTrail.BaseAuditedObjectWeakReference\OwnMembers\IntId",
"Caption","Address","Endereço","BOModel\DevExpress.Persistent.BaseImpl.Address",
"Caption","Street","Rua","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\Street",
"Caption","City","Cidade","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\City",
"Caption","State Province","Estado Província","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\StateProvince",
"Caption","Zip Postal","CEP","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\ZipPostal",
"Caption","Country","País","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\Country",
"Caption","Full Address","Endereço Completo","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\FullAddress",
"Caption","Analysis","Análises","BOModel\DevExpress.Persistent.BaseImpl.Analysis",
"Caption","Name","Nome","BOModel\DevExpress.Persistent.BaseImpl.Analysis\OwnMembers\Name",
"Caption","Criteria","Critério","BOModel\DevExpress.Persistent.BaseImpl.Analysis\OwnMembers\Criteria",
"Caption","Self","O próprio","BOModel\DevExpress.Persistent.BaseImpl.Analysis\OwnMembers\Self",
"Caption","Data Type","Tipo de Dado","BOModel\DevExpress.Persistent.BaseImpl.Analysis\OwnMembers\DataType",
"Caption","Audit Data Item Persistent","Item da Auditoria de Dados Persistente","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent",
"Caption","User Name","Nome do Usuário","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\UserName",
"Caption","Modified On","Alterado em","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\ModifiedOn",
"Caption","Operation Type","Tipo de Operação","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\OperationType",
"Caption","Description","Descrição","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\Description",
"Caption","Old Value","Valor anterior","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\OldValue",
"Caption","New Value","Novo Valor","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\NewValue",
"Caption","Property Name","Nome da Propriedade","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\PropertyName",
"Caption","Audited Object Weak Reference","Objeto de Auditoria Referência Fraca","BOModel\DevExpress.Persistent.BaseImpl.AuditedObjectWeakReference",
"Caption","Audit Data Items","Itens da Auditoria de Dados","BOModel\DevExpress.Persistent.BaseImpl.AuditedObjectWeakReference\OwnMembers\AuditDataItems",
"Caption","Base Object","Objeto Base","BOModel\DevExpress.Persistent.BaseImpl.BaseObject",
"Caption","User","Usuário","BOModel\DevExpress.Persistent.BaseImpl.BasicUser",
"Caption","User Name","Nome do Usuário","BOModel\DevExpress.Persistent.BaseImpl.BasicUser\OwnMembers\UserName",
"Caption","Full Name","Nome Completo","BOModel\DevExpress.Persistent.BaseImpl.BasicUser\OwnMembers\FullName",
"Caption","Is Active","Ativo","BOModel\DevExpress.Persistent.BaseImpl.BasicUser\OwnMembers\IsActive",
"Caption","Is Administrator","É Administrador","BOModel\DevExpress.Persistent.BaseImpl.BasicUser\OwnMembers\IsAdministrator",
"Caption","Change Password On First Logon","Alterar Senha no primeiro Logon","BOModel\DevExpress.Persistent.BaseImpl.BasicUser\OwnMembers\ChangePasswordOnFirstLogon",
"Caption","Country","País","BOModel\DevExpress.Persistent.BaseImpl.Country",
"Caption","Name","Nome","BOModel\DevExpress.Persistent.BaseImpl.Country\OwnMembers\Name",
"Caption","Phone Code","Código Telefone","BOModel\DevExpress.Persistent.BaseImpl.Country\OwnMembers\PhoneCode",
"Caption","Scheduler Event","Agenda de Eventos","BOModel\DevExpress.Persistent.BaseImpl.Event",
"Caption","Subject","Assunto","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Subject",
"Caption","Description","Descrição","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Description",
"Caption","Start Date/Time","Data/Hora de Início","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\StartOn",
"Caption","End Date/Time","Data/Hora Fim","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\EndOn",
"Caption","All Day","Dia inteiro","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\AllDay",
"Caption","Location","Localização","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Location",
"Caption","Label","Rótulo","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Label",
"Caption","Status","Status","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Status",
"Caption","Resources","Recursos","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Resources",
"Caption","Recurrence Info Xml","Recorrência","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\RecurrenceInfoXml",
"Caption","Recurrence Pattern","Padrão de Recorrência","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\RecurrencePattern",
"Caption","File Attachment Base","Anexar Arquivo Base","BOModel\DevExpress.Persistent.BaseImpl.FileAttachmentBase",
"Caption","File","Arquivo","BOModel\DevExpress.Persistent.BaseImpl.FileAttachmentBase\OwnMembers\File",
"Caption","File Data","Dados do Arquivo","BOModel\DevExpress.Persistent.BaseImpl.FileData",
"Caption","Size","Tamanho","BOModel\DevExpress.Persistent.BaseImpl.FileData\OwnMembers\Size",
"Caption","File Name","Nome do Arquivo","BOModel\DevExpress.Persistent.BaseImpl.FileData\OwnMembers\FileName",
"Caption","HCategory","HCategory","BOModel\DevExpress.Persistent.BaseImpl.HCategory",
"Caption","Children","Filhos(as)","BOModel\DevExpress.Persistent.BaseImpl.HCategory\OwnMembers\Children",
"Caption","Parent","Pai","BOModel\DevExpress.Persistent.BaseImpl.HCategory\OwnMembers\Parent",
"Caption","Name","Nome","BOModel\DevExpress.Persistent.BaseImpl.HCategory\OwnMembers\Name",
"Caption","Note","Nota","BOModel\DevExpress.Persistent.BaseImpl.Note",
"Caption","Author","Autor","BOModel\DevExpress.Persistent.BaseImpl.Note\OwnMembers\Author",
"Caption","Date Time","Data Hora","BOModel\DevExpress.Persistent.BaseImpl.Note\OwnMembers\DateTime",
"Caption","Text","Texto","BOModel\DevExpress.Persistent.BaseImpl.Note\OwnMembers\Text",
"Caption","Oid Generator","Gerador de Oid","BOModel\DevExpress.Persistent.BaseImpl.OidGenerator",
"Caption","Organization","Organização","BOModel\DevExpress.Persistent.BaseImpl.Organization",
"Caption","Full Name","Nome Completo","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\FullName",
"Caption","Profile","Perfil","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\Profile",
"Caption","Email","E-mail","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\Email",
"Caption","Web Site","Site","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\WebSite",
"Caption","Description","Descrição","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\Description",
"Caption","Name","Nome","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\Name",
"Caption","Party","Party","BOModel\DevExpress.Persistent.BaseImpl.Party",
"Caption","Photo","Foto","BOModel\DevExpress.Persistent.BaseImpl.Party\OwnMembers\Photo",
"Caption","Address 1","Endereço 1","BOModel\DevExpress.Persistent.BaseImpl.Party\OwnMembers\Address1",
"Caption","Address 2","Endereço 2","BOModel\DevExpress.Persistent.BaseImpl.Party\OwnMembers\Address2",
"Caption","Display Name","Nome para Exibição","BOModel\DevExpress.Persistent.BaseImpl.Party\OwnMembers\DisplayName",
"Caption","Phone Numbers","Números Telefones","BOModel\DevExpress.Persistent.BaseImpl.Party\OwnMembers\PhoneNumbers",
"Caption","Persistent Permission","Permissão Persistente","BOModel\DevExpress.Persistent.BaseImpl.PersistentPermission",
"Caption","Role","Papel","BOModel\DevExpress.Persistent.BaseImpl.PersistentPermission\OwnMembers\Role",
"Caption","Permission","Permissão","BOModel\DevExpress.Persistent.BaseImpl.PersistentPermission\OwnMembers\Permission",
"Caption","Person","Pessoa","BOModel\DevExpress.Persistent.BaseImpl.Person",
"Caption","First Name","Primeiro Nome","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\FirstName",
"Caption","Last Name","Último Nome","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\LastName",
"Caption","Middle Name","Segundo Nome","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\MiddleName",
"Caption","Birthday","Aniversário","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\Birthday",
"Caption","Full Name","Nome Completo","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\FullName",
"Caption","Email","E-mail","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\Email",
"Caption","Phone Number","Número Telefone","BOModel\DevExpress.Persistent.BaseImpl.PhoneNumber",
"Caption","Number","Número","BOModel\DevExpress.Persistent.BaseImpl.PhoneNumber\OwnMembers\Number",
"Caption","Party","Party","BOModel\DevExpress.Persistent.BaseImpl.PhoneNumber\OwnMembers\Party",
"Caption","Phone Type","Tipo Telefone","BOModel\DevExpress.Persistent.BaseImpl.PhoneNumber\OwnMembers\PhoneType",
"Caption","Phone Type","Tipo Telefone","BOModel\DevExpress.Persistent.BaseImpl.PhoneType",
"Caption","Type Name","Nome do Tipo","BOModel\DevExpress.Persistent.BaseImpl.PhoneType\OwnMembers\TypeName",
"Caption","Property Bag","Propriedade Bag","BOModel\DevExpress.Persistent.BaseImpl.PropertyBag",
"Caption","Property Bag Descriptor","Descritor da Propriedade Bag","BOModel\DevExpress.Persistent.BaseImpl.PropertyBagDescriptor",
"Caption","Property Descriptors","Descritores de Propriedades","BOModel\DevExpress.Persistent.BaseImpl.PropertyBagDescriptor\OwnMembers\PropertyDescriptors",
"Caption","Property Descriptor","Descritor de Propriedade","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor",
"Caption","Property Bags","Propriedade Bags","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\PropertyBags",
